Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,%_of_FGA_by_Distance_2P,%_of_FGA_by_Distance_0-3,%_of_FGA_by_Distance_3-10,%_of_FGA_by_Distance_10-16,%_of_FGA_by_Distance_16-3P,%_of_FGA_by_Distance_3P,FG%_by_Distance_2P,FG%_by_Distance_0-3,FG%_by_Distance_3-10,FG%_by_Distance_10-16,FG%_by_Distance_16-3P,FG%_by_Distance_3P,%_of_FG_Ast'd_2P,%_of_FG_Ast'd_3P,Dunks_%FGA,Dunks_#,Corner_3s_%3PA,Corner_3s_3P%,1/2_Court_Att.,1/2_Court_Md.,Trp-Dbl,Season
46.0,Tyler Herro,23.0,MIA,SG,67.0,67.0,2337.0,15.3,0.566,0.484,0.164,1.3,17.3,9.0,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6,,7.3,16.6,0.439,3.0,8.0,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,17.1,0.516,0.093,0.189,0.152,0.076,0.484,0.497,0.699,0.486,0.462,0.357,0.378,0.387,0.69,0.012,13.0,0.168,0.444,2.0,0.0,1.0,2022-23
47.0,Patrick Williams,21.0,CHI,PF,82.0,65.0,2323.0,11.2,0.576,0.409,0.155,3.9,12.0,8.0,5.8,1.5,2.9,12.3,15.7,0.5,3.0,3.5,0.072,-1.7,0.4,-1.3,0.4,,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,14.6,0.591,0.258,0.112,0.12,0.1,0.409,0.498,0.64,0.316,0.432,0.412,0.415,0.633,0.983,0.118,59.0,0.39,0.463,0.0,0.0,0.0,2022-23
48.0,Nikola Jokić,27.0,DEN,C,69.0,69.0,2323.0,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,MVP-2CPOY-13ASNBA2,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,8.6,0.854,0.303,0.414,0.092,0.038,0.146,0.675,0.784,0.643,0.5,0.59,0.383,0.603,0.825,0.022,21.0,0.027,0.25,2.0,0.0,29.0,2022-23
49.0,Derrick White,28.0,BOS,SG,82.0,70.0,2319.0,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,DEF2,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,15.9,0.484,0.156,0.214,0.079,0.024,0.516,0.548,0.72,0.469,0.517,0.333,0.381,0.502,0.886,0.018,11.0,0.284,0.387,0.0,0.0,0.0,2022-23
50.0,Jaden Ivey,20.0,DET,SG,74.0,73.0,2304.0,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0.0,-0.001,-1.4,-1.9,-3.3,-0.7,ROY-6,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,0.477,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,13.8,0.644,0.242,0.211,0.097,0.087,0.356,0.457,0.584,0.333,0.411,0.442,0.343,0.239,0.733,0.033,28.0,0.117,0.366,2.0,0.0,0.0,2022-23
52.0,Draymond Green,32.0,GSW,PF,73.0,73.0,2297.0,12.2,0.592,0.276,0.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6,DPOY-4DEF2,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,10.3,0.724,0.297,0.363,0.04,0.023,0.276,0.612,0.709,0.57,0.474,0.273,0.305,0.852,1.0,0.051,21.0,0.298,0.308,2.0,0.0,0.0,2022-23
53.0,KJ Martin,22.0,HOU,SF,82.0,49.0,2292.0,15.4,0.635,0.3,0.308,6.0,15.8,10.8,8.1,0.9,1.3,10.0,16.4,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7,,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,9.7,0.7,0.417,0.281,0.003,0.0,0.3,0.679,0.807,0.49,0.5,,0.315,0.772,1.0,0.275,173.0,0.236,0.353,0.0,0.0,0.0,2022-23
54.0,Joel Embiid,28.0,PHI,C,66.0,66.0,2284.0,31.4,0.655,0.151,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,MVP-1DPOY-9CPOY-5ASNBA1,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,11.2,0.849,0.269,0.196,0.242,0.133,0.151,0.587,0.807,0.435,0.514,0.489,0.33,0.589,0.879,0.065,74.0,0.04,0.25,4.0,0.0,1.0,2022-23
55.0,Bruce Brown,26.0,DEN,SF,80.0,31.0,2280.0,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,12.0,0.657,0.262,0.266,0.086,0.032,0.343,0.548,0.809,0.391,0.391,0.25,0.358,0.551,0.923,0.076,50.0,0.382,0.392,1.0,0.0,1.0,2022-23
56.0,Klay Thompson,32.0,GSW,SF,69.0,69.0,2279.0,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1.0,,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,19.6,0.416,0.058,0.123,0.114,0.121,0.584,0.47,0.694,0.513,0.378,0.408,0.412,0.727,0.89,0.011,11.0,0.17,0.403,0.0,0.0,0.0,2022-23
57.0,Jalen Williams,21.0,OKC,SG,75.0,62.0,2276.0,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3,ROY-2,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,10.4,0.742,0.377,0.246,0.073,0.047,0.258,0.579,0.726,0.436,0.448,0.351,0.356,0.416,0.904,0.106,77.0,0.146,0.367,2.0,0.0,0.0,2022-23
58.0,Lauri Markkanen,25.0,UTA,PF,66.0,66.0,2273.0,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1.0,3.8,3.3,MIP-1AS,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,14.6,0.554,0.213,0.251,0.053,0.037,0.446,0.585,0.717,0.505,0.525,0.452,0.391,0.65,0.935,0.112,111.0,0.184,0.489,0.0,0.0,0.0,2022-23
59.0,Max Strus,26.0,MIA,SF,80.0,33.0,2272.0,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,,4.1,9.9,0.41,2.5,7.0,0.35,1.6,2.8,0.559,0.535,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,19.4,0.287,0.138,0.114,0.023,0.011,0.713,0.559,0.679,0.478,0.444,0.111,0.35,0.701,0.939,0.025,17.0,0.274,0.461,0.0,0.0,0.0,2022-23
60.0,Luguentz Dort,23.0,OKC,SF,74.0,73.0,2272.0,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,0.062,-2.0,-1.0,-3.0,-0.6,,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,14.2,0.532,0.301,0.174,0.032,0.024,0.468,0.44,0.521,0.309,0.357,0.476,0.33,0.51,0.889,0.04,29.0,0.232,0.411,1.0,0.0,0.0,2022-23
61.0,Nic Claxton,23.0,BRK,C,76.0,76.0,2271.0,20.8,0.691,0.003,0.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,5.2,4.0,9.2,0.195,0.9,2.2,3.1,2.9,DPOY-9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,2.7,0.997,0.671,0.303,0.022,0.0,0.003,0.708,0.805,0.511,0.462,,0.0,0.763,,0.346,191.0,1.0,0.0,0.0,0.0,0.0,2022-23
62.0,Jerami Grant,28.0,POR,PF,63.0,63.0,2246.0,16.0,0.606,0.393,0.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1.0,4.1,0.087,1.2,-1.4,-0.2,1.0,,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,13.9,0.607,0.264,0.141,0.085,0.103,0.393,0.523,0.68,0.419,0.397,0.383,0.401,0.569,0.944,0.083,70.0,0.357,0.375,0.0,0.0,0.0,2022-23
64.0,Kyle Kuzma,27.0,WAS,PF,64.0,64.0,2239.0,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,14.9,0.579,0.186,0.266,0.082,0.045,0.421,0.533,0.722,0.487,0.383,0.294,0.333,0.466,0.781,0.036,38.0,0.243,0.41,5.0,2.0,1.0,2022-23
65.0,Caris LeVert,28.0,CLE,SG,74.0,30.0,2237.0,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,14.5,0.563,0.235,0.181,0.115,0.028,0.437,0.462,0.638,0.373,0.306,0.238,0.392,0.368,0.701,0.042,29.0,0.228,0.405,1.0,0.0,0.0,2022-23
66.0,Bennedict Mathurin,20.0,IND,SG,78.0,17.0,2222.0,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,ROY-46MOY-8,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,12.1,0.674,0.286,0.26,0.075,0.044,0.326,0.488,0.625,0.397,0.366,0.333,0.323,0.591,0.74,0.035,28.0,0.194,0.333,5.0,0.0,0.0,2022-23
67.0,Terry Rozier,28.0,CHO,SG,63.0,63.0,2221.0,14.7,0.517,0.425,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8,,7.8,18.9,0.415,2.6,8.0,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,15.1,0.575,0.194,0.199,0.101,0.081,0.425,0.48,0.622,0.376,0.467,0.417,0.327,0.326,0.655,0.003,3.0,0.289,0.301,2.0,0.0,0.0,2022-23
68.0,Jarrett Allen,24.0,CLE,C,68.0,68.0,2220.0,19.9,0.67,0.016,0.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,0.205,1.3,1.0,2.4,2.4,,5.9,9.2,0.644,0.0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,4.4,0.984,0.57,0.304,0.075,0.027,0.016,0.653,0.765,0.516,0.511,0.294,0.1,0.769,1.0,0.316,177.0,0.6,0.0,0.0,0.0,0.0,2022-23
69.0,Dillon Brooks,27.0,MEM,SF,73.0,73.0,2214.0,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,DEF2,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,15.8,0.557,0.157,0.19,0.138,0.072,0.443,0.451,0.635,0.362,0.453,0.282,0.326,0.438,0.797,0.012,12.0,0.164,0.361,2.0,0.0,0.0,2022-23
70.0,Kevin Huerter,24.0,SAC,SG,75.0,75.0,2203.0,15.2,0.617,0.589,0.151,2.2,10.8,6.5,14.1,1.7,1.0,9.5,19.9,3.3,1.7,4.9,0.107,1.4,-0.3,1.0,1.7,,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,0.603,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,17.8,0.411,0.135,0.141,0.087,0.042,0.589,0.604,0.778,0.607,0.413,0.444,0.402,0.656,0.868,0.014,11.0,0.149,0.395,0.0,0.0,0.0,2022-23
71.0,Jrue Holiday,32.0,MIL,PG,67.0,65.0,2183.0,19.2,0.586,0.402,0.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,0.148,3.0,0.1,3.1,2.8,DPOY-7ASDEF1,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,15.3,0.598,0.194,0.216,0.096,0.093,0.402,0.542,0.727,0.452,0.459,0.453,0.384,0.247,0.43,0.007,6.0,0.117,0.458,4.0,0.0,0.0,2022-23
72.0,Alperen Şengün,20.0,HOU,C,75.0,72.0,2171.0,19.7,0.599,0.071,0.36,12.1,22.3,17.1,21.0,1.6,3.2,17.3,21.4,3.4,1.8,5.2,0.115,1.1,0.4,1.4,1.9,,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,6.0,0.929,0.395,0.464,0.053,0.016,0.071,0.57,0.677,0.499,0.476,0.308,0.333,0.499,1.0,0.109,77.0,0.035,0.0,1.0,0.0,2.0,2022-23
73.0,Anfernee Simons,23.0,POR,SG,62.0,62.0,2171.0,14.8,0.581,0.538,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,17.9,0.462,0.166,0.124,0.092,0.08,0.538,0.528,0.647,0.431,0.542,0.417,0.377,0.29,0.684,0.029,26.0,0.107,0.4,1.0,0.0,0.0,2022-23
74.0,Ivica Zubac,25.0,LAC,C,76.0,76.0,2170.0,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4.0,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6,,4.3,6.8,0.634,0.0,0.0,0.0,4.3,6.7,0.637,0.634,2.2,3.1,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,3.3,0.996,0.593,0.377,0.021,0.004,0.004,0.637,0.702,0.546,0.455,0.5,0.0,0.733,,0.286,130.0,0.0,,1.0,0.0,0.0,2022-23
75.0,Killian Hayes,21.0,DET,PG,76.0,56.0,2154.0,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1.0,,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,15.7,0.649,0.086,0.216,0.236,0.112,0.351,0.429,0.586,0.403,0.401,0.418,0.28,0.141,0.763,0.017,13.0,0.259,0.243,0.0,0.0,0.0,2022-23
76.0,Tim Hardaway Jr.,30.0,DAL,SF,71.0,45.0,2152.0,12.1,0.554,0.649,0.195,1.1,12.6,6.8,9.0,1.1,0.5,6.1,20.6,1.0,1.3,2.3,0.051,-0.3,-1.5,-1.8,0.1,,4.8,11.9,0.401,3.0,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,19.7,0.351,0.109,0.093,0.09,0.059,0.649,0.431,0.543,0.367,0.434,0.32,0.385,0.641,0.896,0.014,9.0,0.271,0.389,4.0,0.0,0.0,2022-23
77.0,De'Anthony Melton,24.0,PHI,SG,77.0,58.0,2150.0,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6,,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,17.8,0.381,0.183,0.131,0.037,0.026,0.619,0.484,0.622,0.329,0.292,0.529,0.39,0.467,0.873,0.011,6.0,0.241,0.371,2.0,0.0,0.0,2022-23
78.0,Rudy Gobert,30.0,MIN,C,70.0,70.0,2148.0,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0.0,0.7,0.7,1.4,,5.1,7.8,0.659,0.0,0.0,0.0,5.1,7.8,0.663,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3.0,13.4,2.5,0.995,0.778,0.19,0.022,0.004,0.005,0.663,0.748,0.365,0.333,0.0,0.0,0.744,,0.388,200.0,0.0,,2.0,0.0,0.0,2022-23
79.0,Jimmy Butler,33.0,MIA,PF,64.0,64.0,2138.0,27.6,0.647,0.116,0.625,7.5,13.3,10.3,27.1,2.7,1.0,8.2,25.6,9.4,2.9,12.3,0.277,6.7,2.0,8.7,5.8,MVP-10DPOY-12CPOY-2NBA2,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,8.3,0.884,0.314,0.341,0.158,0.055,0.116,0.564,0.703,0.492,0.5,0.408,0.35,0.377,0.694,0.068,54.0,0.534,0.345,1.0,0.0,0.0,2022-23
80.0,James Harden,33.0,PHI,PG,58.0,58.0,2135.0,21.6,0.607,0.496,0.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4.0,,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,16.4,0.504,0.162,0.188,0.106,0.043,0.496,0.495,0.618,0.418,0.438,0.528,0.385,0.129,0.416,0.001,1.0,0.05,0.429,0.0,0.0,5.0,2022-23
81.0,Jamal Murray,25.0,DEN,PG,65.0,65.0,2133.0,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,16.2,0.585,0.144,0.161,0.134,0.142,0.415,0.494,0.667,0.44,0.46,0.399,0.398,0.326,0.587,0.018,17.0,0.12,0.5,8.0,0.0,1.0,2022-23
82.0,John Collins,25.0,ATL,PF,71.0,71.0,2130.0,13.6,0.593,0.339,0.252,3.9,20.0,11.9,5.3,0.9,2.9,9.1,17.1,2.1,2.1,4.2,0.095,-1.4,0.2,-1.3,0.4,,5.1,10.0,0.508,1.0,3.4,0.292,4.1,6.6,0.619,0.557,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1,13.1,12.0,0.661,0.29,0.207,0.109,0.045,0.339,0.619,0.795,0.459,0.481,0.5,0.292,0.775,0.943,0.113,73.0,0.4,0.302,0.0,0.0,0.0,2022-23
84.0,De'Andre Hunter,25.0,ATL,SF,67.0,67.0,2126.0,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6.0,0.8,0.7,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7,,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8.0,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,14.4,0.652,0.157,0.176,0.193,0.114,0.348,0.521,0.651,0.421,0.522,0.489,0.35,0.584,0.9,0.044,32.0,0.406,0.397,0.0,0.0,0.0,2022-23
86.0,Quentin Grimes,22.0,NYK,SG,71.0,66.0,2121.0,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1.0,,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,17.9,0.324,0.248,0.047,0.018,0.012,0.676,0.641,0.745,0.321,0.182,0.429,0.386,0.776,0.994,0.043,24.0,0.327,0.474,0.0,0.0,0.0,2022-23
87.0,Kristaps Porziņģis,27.0,WAS,C,65.0,65.0,2120.0,23.1,0.627,0.35,0.409,6.2,21.8,14.3,12.9,1.3,4.0,10.2,27.4,5.0,2.7,7.7,0.174,3.8,0.5,4.3,3.4,,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,14.9,0.65,0.166,0.229,0.163,0.092,0.35,0.559,0.74,0.536,0.494,0.404,0.385,0.622,0.949,0.095,83.0,0.053,0.526,2.0,0.0,0.0,2022-23
88.0,Gary Trent Jr.,24.0,TOR,SG,66.0,44.0,2118.0,15.0,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.2,,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,17.6,0.519,0.116,0.128,0.118,0.15,0.481,0.493,0.704,0.475,0.455,0.364,0.369,0.494,0.855,0.024,20.0,0.176,0.291,0.0,0.0,0.0,2022-23
89.0,Damian Lillard,32.0,POR,PG,58.0,58.0,2107.0,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,CPOY-10ASNBA3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,17.5,0.453,0.231,0.103,0.049,0.057,0.547,0.574,0.673,0.452,0.525,0.493,0.371,0.157,0.5,0.012,10.0,0.058,0.395,2.0,0.0,2.0,2022-23
90.0,Ayo Dosunmu,23.0,CHI,SG,80.0,51.0,2098.0,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,0.067,-3.0,0.6,-2.5,-0.2,,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,11.2,0.668,0.411,0.147,0.07,0.04,0.332,0.583,0.679,0.429,0.5,0.304,0.312,0.55,1.0,0.018,9.0,0.466,0.33,0.0,0.0,0.0,2022-23
91.0,Corey Kispert,23.0,WAS,SF,74.0,45.0,2093.0,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2,,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,18.7,0.344,0.179,0.126,0.029,0.009,0.656,0.637,0.762,0.541,0.412,0.2,0.424,0.766,0.982,0.029,15.0,0.224,0.488,0.0,0.0,0.0,2022-23
93.0,Caleb Martin,27.0,MIA,SF,71.0,49.0,2077.0,11.4,0.571,0.431,0.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4,,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,14.9,0.569,0.235,0.155,0.049,0.117,0.431,0.545,0.674,0.424,0.481,0.469,0.356,0.588,0.833,0.051,21.0,0.407,0.302,1.0,0.0,0.0,2022-23
94.0,Andrew Nembhard,23.0,IND,SG,75.0,63.0,2073.0,10.0,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,15.3,0.592,0.169,0.182,0.169,0.068,0.408,0.504,0.716,0.436,0.376,0.455,0.35,0.406,0.902,0.002,1.0,0.266,0.357,0.0,0.0,0.0,2022-23
